Timestamp,Humidity (%)
2024-05-16 16:30:56,36
2024-05-16 16:31:06,36
2024-05-16 16:31:17,36
2024-05-16 16:31:27,36
2024-05-16 16:31:37,36
2024-05-16 16:31:48,36
2024-05-16 16:31:58,36
2024-05-16 16:32:08,36
2024-05-16 16:32:19,36
2024-05-16 16:32:29,36
2024-05-16 16:32:39,36
2024-05-16 16:32:50,36
2024-05-16 16:33:00,36
2024-05-16 16:33:10,36
2024-05-16 16:33:20,36
2024-05-16 16:33:31,36
2024-05-16 16:33:41,36
2024-05-16 16:33:51,36
2024-05-16 16:34:02,37
2024-05-16 16:34:12,37
2024-05-16 16:34:23,37
2024-05-16 16:34:33,37
2024-05-16 16:34:43,37
2024-05-16 16:34:54,36
2024-05-16 16:35:04,36
2024-05-16 16:35:14,36
2024-05-16 16:35:25,36
2024-05-16 16:35:35,36
2024-05-16 16:35:45,36
2024-05-16 16:35:56,35
2024-05-16 16:36:06,35
2024-05-16 16:36:16,35
2024-05-16 16:36:27,35
2024-05-16 16:36:37,35
2024-05-16 16:36:47,36
2024-05-16 16:36:58,36
2024-05-16 16:37:08,36
2024-05-16 16:37:18,36
2024-05-16 16:37:29,36
2024-05-16 16:37:39,36
2024-05-16 16:37:49,36
2024-05-16 16:37:59,36
2024-05-16 16:38:10,36
2024-05-16 16:38:20,36
2024-05-16 16:38:30,35
2024-05-16 16:38:41,35
2024-05-16 16:38:51,36
2024-05-16 16:39:01,36
2024-05-16 16:39:12,35
2024-05-16 16:39:22,36
2024-05-16 16:39:32,36
2024-05-16 16:39:43,36
2024-05-16 16:39:53,36
2024-05-16 16:40:03,35
2024-05-16 16:40:14,35
2024-05-16 16:40:24,35
2024-05-16 16:40:34,36
2024-05-16 16:40:45,36
2024-05-16 16:40:55,36
2024-05-16 16:41:05,36
2024-05-16 16:41:16,36
2024-05-16 16:41:26,36
2024-05-16 16:41:36,36
2024-05-16 16:41:47,36
2024-05-16 16:41:57,36
2024-05-16 16:42:07,36
2024-05-16 16:42:18,36
2024-05-16 16:42:28,36
2024-05-16 16:42:38,36
2024-05-16 16:42:49,36
2024-05-16 16:42:59,36
2024-05-16 16:43:09,36
2024-05-16 16:43:20,36
2024-05-16 16:43:30,36
2024-05-16 16:43:40,36
2024-05-16 16:43:51,36
2024-05-16 16:44:01,36
2024-05-16 16:44:11,36
2024-05-16 16:44:22,36
2024-05-16 16:44:32,36
2024-05-16 16:44:42,36
2024-05-16 16:44:53,36
2024-05-16 16:45:03,36
2024-05-16 16:45:13,36
2024-05-16 16:45:24,36
2024-05-16 16:45:34,36
2024-05-16 16:45:44,36
2024-05-16 16:45:55,36
2024-05-16 16:46:05,36
2024-05-16 16:46:15,43
2024-05-16 16:46:26,47
2024-05-16 16:46:36,45
2024-05-16 16:46:46,43
2024-05-16 16:46:57,42
2024-05-16 16:47:07,42
2024-05-16 16:47:17,57
2024-05-16 16:47:28,56
2024-05-16 16:47:38,51
2024-05-16 16:47:48,47
2024-05-16 16:47:59,45
2024-05-16 16:48:09,45
2024-05-16 16:48:19,43
2024-05-16 16:48:30,42
2024-05-16 16:48:40,41
2024-05-16 16:48:50,40
2024-05-16 16:49:00,39
2024-05-16 16:49:11,39
2024-05-16 16:49:21,39
2024-05-16 16:49:31,38
2024-05-16 16:49:42,38
2024-05-16 16:49:52,38
2024-05-16 16:50:02,37
2024-05-16 16:50:13,37
2024-05-16 16:50:23,37
2024-05-16 16:50:34,37
2024-05-16 16:50:44,37
2024-05-16 16:50:54,37
2024-05-16 16:51:05,37
2024-05-16 16:51:15,37
2024-05-16 16:51:25,37
2024-05-16 16:51:36,37
2024-05-16 16:51:46,37
2024-05-16 16:51:56,37
2024-05-16 16:52:07,37
2024-05-16 16:52:17,37
2024-05-16 16:52:27,37
2024-05-16 16:52:38,37
2024-05-16 16:52:48,40
2024-05-16 16:52:58,39
2024-05-16 16:53:09,38
2024-05-16 16:53:19,38
2024-05-16 16:53:29,38
2024-05-16 16:53:39,38
2024-05-16 16:53:50,38
2024-05-16 16:54:00,37
2024-05-16 16:54:10,37
2024-05-16 16:54:21,37
2024-05-16 16:54:31,37
2024-05-16 16:54:41,37
2024-05-16 16:54:52,37
2024-05-16 16:55:02,37
2024-05-16 16:55:12,37
2024-05-16 16:55:23,37
2024-05-16 16:55:33,37
2024-05-16 16:55:43,37
2024-05-16 16:55:54,37
2024-05-16 16:56:04,36
2024-05-16 16:56:14,36
2024-05-16 16:56:25,36
2024-05-16 16:56:35,36
2024-05-16 16:56:45,36
2024-05-16 16:56:56,36
2024-05-16 16:57:06,36
2024-05-16 16:57:16,36
2024-05-16 16:57:27,36
2024-05-16 16:57:37,36
2024-05-16 16:57:47,36
2024-05-16 16:57:58,36
2024-05-16 16:58:08,36
2024-05-16 16:58:18,36
2024-05-16 16:58:28,36
2024-05-16 16:58:39,36
2024-05-16 16:58:49,36
2024-05-16 16:58:59,36
2024-05-16 16:59:10,36
2024-05-16 16:59:20,35
2024-05-16 16:59:30,35
2024-05-16 16:59:41,35
2024-05-16 16:59:51,35
2024-05-16 17:00:01,35
2024-05-16 17:00:11,35
2024-05-16 17:00:22,35
2024-05-16 17:00:32,35
2024-05-16 17:00:42,35
2024-05-16 17:00:53,35
2024-05-16 17:01:03,35
2024-05-16 17:01:13,35
2024-05-16 17:01:24,35
2024-05-16 17:01:34,35
2024-05-16 17:01:45,35
2024-05-16 17:01:55,35
2024-05-16 17:02:05,35
2024-05-16 17:02:16,35
2024-05-16 17:02:26,35
2024-05-16 17:02:36,35
2024-05-16 17:02:47,35
2024-05-16 17:02:57,35
2024-05-16 17:03:07,35
2024-05-16 17:03:18,35
2024-05-16 17:03:28,35
2024-05-16 17:03:38,35
2024-05-16 17:03:49,35
2024-05-16 17:03:59,34
2024-05-16 17:04:09,34
2024-05-16 17:04:20,34
2024-05-16 17:04:30,34
2024-05-16 17:04:40,34
2024-05-16 17:04:51,34
2024-05-16 17:05:01,34
2024-05-16 17:05:11,34
2024-05-16 17:05:22,34
2024-05-16 17:05:32,34
2024-05-16 17:05:42,34
2024-05-16 17:05:53,34
2024-05-16 17:06:03,34
2024-05-16 17:06:13,34
2024-05-16 17:06:23,34
2024-05-16 17:06:34,34
2024-05-16 17:06:44,33
2024-05-16 17:06:54,33
2024-05-16 17:07:05,33
2024-05-16 17:07:15,33
2024-05-16 17:07:25,33
2024-05-16 17:07:36,33
2024-05-16 17:07:46,33
2024-05-16 17:07:56,33
2024-05-16 17:08:07,33
2024-05-16 17:08:17,33
2024-05-16 17:08:27,33
2024-05-16 17:08:38,33
2024-05-16 17:08:48,33
2024-05-16 17:08:58,33
2024-05-16 17:09:09,33
2024-05-16 17:09:19,33
2024-05-16 17:09:30,33
2024-05-16 17:09:40,33
2024-05-16 17:09:50,33
2024-05-16 17:10:01,33
2024-05-16 17:10:11,33
2024-05-16 17:10:21,33
2024-05-16 17:10:31,33
2024-05-16 17:10:42,33
2024-05-16 17:10:52,34
2024-05-16 17:11:02,34
2024-05-16 17:11:13,34
2024-05-16 17:11:23,34
2024-05-16 17:11:34,34
2024-05-16 17:11:44,34
2024-05-16 17:11:54,34
2024-05-16 17:12:04,40
2024-05-16 17:12:15,38
2024-05-16 17:12:25,37
2024-05-16 17:12:35,37
2024-05-16 17:12:46,36
2024-05-16 17:12:56,36
2024-05-16 17:13:06,35
2024-05-16 17:13:16,35
2024-05-16 17:13:27,35
2024-05-16 17:13:37,35
2024-05-16 17:13:47,35
2024-05-16 17:13:57,36
2024-05-16 17:14:08,36
2024-05-16 17:14:18,36
2024-05-16 17:14:28,36
2024-05-16 17:14:39,36
2024-05-16 17:14:49,36
2024-05-16 17:14:59,35
2024-05-16 17:15:10,35
2024-05-16 17:15:20,35
2024-05-16 17:15:30,35
2024-05-16 17:15:41,35
2024-05-16 17:15:51,35
2024-05-16 17:16:01,36
2024-05-16 17:16:12,36
2024-05-16 17:16:22,36
2024-05-16 17:16:32,36
2024-05-16 17:16:43,36
2024-05-16 17:16:53,36
2024-05-16 17:17:03,36
2024-05-16 17:17:14,36
2024-05-16 17:17:24,36
2024-05-16 17:17:34,36
2024-05-16 17:17:45,36
2024-05-16 17:17:55,36
2024-05-16 17:18:06,36
2024-05-16 17:18:16,36
2024-05-16 17:18:26,36
2024-05-16 17:18:37,36
2024-05-16 17:18:47,37
2024-05-16 17:18:57,37
2024-05-16 17:19:07,36
2024-05-16 17:19:18,37
2024-05-16 17:19:28,37
2024-05-16 17:19:38,37
2024-05-16 17:19:49,37
2024-05-16 17:19:59,37
2024-05-16 17:20:10,37
2024-05-16 17:20:20,37
2024-05-16 17:20:30,37
2024-05-16 17:20:41,37
2024-05-16 17:20:51,37
2024-05-16 17:21:01,37
2024-05-16 17:21:12,37
2024-05-16 17:21:22,37
2024-05-16 17:21:32,37
2024-05-16 17:21:43,37
2024-05-16 17:21:53,48
2024-05-16 17:22:03,48
2024-05-16 17:22:14,46
2024-05-16 17:22:24,44
2024-05-16 17:22:34,42
2024-05-16 17:22:45,41
2024-05-16 17:22:55,40
2024-05-16 17:23:05,40
2024-05-16 17:23:16,40
2024-05-16 17:23:26,39
2024-05-16 17:23:36,39
2024-05-16 17:23:47,39
2024-05-16 17:23:57,38
2024-05-16 17:24:07,38
2024-05-16 17:24:18,38
2024-05-16 17:24:28,38
2024-05-16 17:24:38,38
2024-05-16 17:24:48,38
2024-05-16 17:24:59,37
2024-05-16 17:25:09,37
2024-05-16 17:25:20,37
2024-05-16 17:25:30,37
2024-05-16 17:25:40,37
2024-05-16 17:25:51,37
2024-05-16 17:26:01,37
2024-05-16 17:26:11,37
2024-05-16 17:26:22,37
2024-05-16 17:26:32,37
2024-05-16 17:26:42,37
2024-05-16 17:26:53,37
2024-05-16 17:27:03,37
2024-05-16 17:27:13,37
2024-05-16 17:27:24,37
2024-05-16 17:27:34,37
2024-05-16 17:27:44,37
2024-05-16 17:27:55,37
2024-05-16 17:28:05,37
2024-05-16 17:28:15,37
2024-05-16 17:28:26,37
2024-05-16 17:28:36,37
2024-05-16 17:28:46,37
2024-05-16 17:28:57,37
2024-05-16 17:29:07,37
2024-05-16 17:29:18,37
